name,type,category,price,quantity
Product 2528,Clothing,Apparel & Fashion,125.83,95
Product 2529,Toys & Games,Toys & Games,283.33,95
Product 2530,Books,Books & Literature,30.16,73
Product 2531,Clothing,Home & Garden,401.76,35
Product 2532,Home Decor,Toys & Games,385.84,25
Product 2533,Electronics,Electronics & Gadgets,316.1,39
Product 2534,Toys & Games,Home & Garden,393.9,91
Product 2535,Home Decor,Toys & Games,118.19,39
Product 2536,Electronics,Apparel & Fashion,279.03,21
Product 2537,Books,Apparel & Fashion,457.19,65
Product 2538,Clothing,Home & Garden,101.86,69
Product 2539,Electronics,Electronics & Gadgets,471.66,19
Product 2540,Toys & Games,Toys & Games,187.34,88
Product 2541,Electronics,Books & Literature,52.13,61
Product 2542,Clothing,Electronics & Gadgets,245.13,8
Product 2543,Toys & Games,Books & Literature,431.33,55
Product 2544,Home Decor,Apparel & Fashion,335.12,29
Product 2545,Books,Electronics & Gadgets,427.33,90
Product 2546,Books,Home & Garden,347.57,13
Product 2547,Clothing,Apparel & Fashion,358.15,25
Product 2548,Toys & Games,Books & Literature,115.98,75
Product 2549,Electronics,Books & Literature,483.52,10
Product 2550,Electronics,Home & Garden,216.63,35
Product 2551,Electronics,Home & Garden,152.51,7
Product 2552,Electronics,Electronics & Gadgets,104.43,76
Product 2553,Books,Apparel & Fashion,213.07,98
Product 2554,Electronics,Apparel & Fashion,499.26,43
Product 2555,Toys & Games,Electronics & Gadgets,454.94,9
Product 2556,Electronics,Electronics & Gadgets,483.75,74
Product 2557,Books,Books & Literature,126.78,65
Product 2558,Toys & Games,Electronics & Gadgets,385.56,21
Product 2559,Electronics,Apparel & Fashion,470.82,84
Product 2560,Clothing,Toys & Games,417.41,72
Product 2561,Clothing,Toys & Games,219.29,64
Product 2562,Clothing,Home & Garden,366.32,5
Product 2563,Toys & Games,Books & Literature,58.77,80
Product 2564,Electronics,Electronics & Gadgets,268.55,37
Product 2565,Toys & Games,Books & Literature,466.02,67
Product 2566,Toys & Games,Home & Garden,80.19,44
Product 2567,Toys & Games,Home & Garden,111.61,62
Product 2568,Home Decor,Books & Literature,381.97,4
Product 2569,Toys & Games,Home & Garden,72.6,36
Product 2570,Books,Toys & Games,178.19,2
Product 2571,Electronics,Electronics & Gadgets,391.48,8
Product 2572,Toys & Games,Home & Garden,32.29,74
Product 2573,Clothing,Apparel & Fashion,383.27,24
Product 2574,Clothing,Electronics & Gadgets,146.37,92
Product 2575,Home Decor,Toys & Games,400.59,61
Product 2576,Books,Toys & Games,356.69,25
Product 2577,Electronics,Apparel & Fashion,285.16,38
Product 2578,Home Decor,Electronics & Gadgets,373.15,8
Product 2579,Toys & Games,Toys & Games,303.99,45
Product 2580,Home Decor,Electronics & Gadgets,322.9,71
Product 2581,Home Decor,Toys & Games,110.35,51
Product 2582,Toys & Games,Home & Garden,358.67,81
Product 2583,Clothing,Electronics & Gadgets,470.05,92
Product 2584,Books,Toys & Games,84.44,25
Product 2585,Electronics,Home & Garden,124.24,62
Product 2586,Books,Books & Literature,434.01,6
Product 2587,Home Decor,Books & Literature,486.69,64
Product 2588,Clothing,Electronics & Gadgets,139.64,73
Product 2589,Clothing,Toys & Games,477.89,54
Product 2590,Home Decor,Books & Literature,395.26,57
Product 2591,Clothing,Home & Garden,383.42,91
Product 2592,Clothing,Books & Literature,486.71,89
Product 2593,Home Decor,Electronics & Gadgets,219.14,4
Product 2594,Home Decor,Home & Garden,415.31,57
Product 2595,Books,Electronics & Gadgets,196.51,88
Product 2596,Toys & Games,Apparel & Fashion,227.54,57
Product 2597,Clothing,Books & Literature,164.99,12
Product 2598,Home Decor,Electronics & Gadgets,369.11,22
Product 2599,Books,Apparel & Fashion,359.38,31
Product 2600,Books,Books & Literature,112.66,50
Product 2601,Home Decor,Electronics & Gadgets,486.76,81
Product 2602,Books,Home & Garden,89.51,24
Product 2603,Toys & Games,Apparel & Fashion,33.07,41
Product 2604,Clothing,Toys & Games,35.1,61
Product 2605,Toys & Games,Apparel & Fashion,251.21,92
Product 2606,Home Decor,Electronics & Gadgets,152.33,15
Product 2607,Toys & Games,Electronics & Gadgets,199.18,72
Product 2608,Home Decor,Books & Literature,426.85,25
Product 2609,Home Decor,Apparel & Fashion,186.09,14
Product 2610,Toys & Games,Electronics & Gadgets,99.98,49
Product 2611,Books,Toys & Games,443.51,22
Product 2612,Toys & Games,Home & Garden,130.4,83
Product 2613,Electronics,Books & Literature,262.27,95
Product 2614,Books,Toys & Games,210.75,54
Product 2615,Toys & Games,Electronics & Gadgets,50.13,42
Product 2616,Electronics,Books & Literature,251.21,47
Product 2617,Books,Home & Garden,221.8,74
Product 2618,Books,Apparel & Fashion,321.13,96
Product 2619,Toys & Games,Apparel & Fashion,418.53,17
Product 2620,Toys & Games,Apparel & Fashion,288.81,3
Product 2621,Home Decor,Toys & Games,80.04,42
Product 2622,Electronics,Books & Literature,298.56,100
Product 2623,Clothing,Electronics & Gadgets,462.08,83
Product 2624,Clothing,Books & Literature,10.5,54
Product 2625,Books,Apparel & Fashion,407.8,8
Product 2626,Home Decor,Apparel & Fashion,140.1,81
Product 2627,Books,Apparel & Fashion,179.77,43
Product 2628,Clothing,Apparel & Fashion,272.49,82
Product 2629,Clothing,Home & Garden,370.12,80
Product 2630,Electronics,Books & Literature,287.1,33
Product 2631,Clothing,Apparel & Fashion,379.46,96
Product 2632,Toys & Games,Apparel & Fashion,219.79,47
Product 2633,Home Decor,Books & Literature,24.49,21
Product 2634,Books,Electronics & Gadgets,164.33,42
Product 2635,Books,Toys & Games,399.38,36
Product 2636,Electronics,Toys & Games,478.37,68
Product 2637,Books,Home & Garden,353.17,20
Product 2638,Toys & Games,Home & Garden,271.96,73
Product 2639,Books,Electronics & Gadgets,446.09,76
Product 2640,Clothing,Home & Garden,98.18,11
Product 2641,Toys & Games,Books & Literature,286.03,25
Product 2642,Clothing,Electronics & Gadgets,386.24,81
Product 2643,Electronics,Toys & Games,374.35,83
Product 2644,Books,Toys & Games,132.53,53
Product 2645,Toys & Games,Books & Literature,422.38,58
Product 2646,Home Decor,Toys & Games,349.59,16
Product 2647,Home Decor,Apparel & Fashion,241.91,74
Product 2648,Toys & Games,Apparel & Fashion,415.53,29
Product 2649,Toys & Games,Electronics & Gadgets,28.72,30
Product 2650,Books,Apparel & Fashion,428.16,3
Product 2651,Clothing,Toys & Games,175.17,69
Product 2652,Electronics,Toys & Games,84.77,60
Product 2653,Clothing,Toys & Games,275.58,76
Product 2654,Home Decor,Toys & Games,447.39,8
Product 2655,Home Decor,Apparel & Fashion,451.34,32
Product 2656,Books,Home & Garden,282.78,81
Product 2657,Clothing,Electronics & Gadgets,221.02,80
Product 2658,Home Decor,Books & Literature,50.91,24
Product 2659,Clothing,Apparel & Fashion,156.45,26
Product 2660,Electronics,Apparel & Fashion,101.98,40
Product 2661,Books,Apparel & Fashion,280.97,94
Product 2662,Electronics,Home & Garden,447.49,96
Product 2663,Home Decor,Electronics & Gadgets,132.32,62
Product 2664,Books,Apparel & Fashion,236.48,67
Product 2665,Electronics,Home & Garden,297.11,14
Product 2666,Books,Home & Garden,305.5,18
Product 2667,Electronics,Toys & Games,159.95,66
Product 2668,Electronics,Toys & Games,246.76,26
Product 2669,Home Decor,Home & Garden,315.61,65
Product 2670,Clothing,Electronics & Gadgets,218.21,24
Product 2671,Toys & Games,Toys & Games,374.0,19
Product 2672,Toys & Games,Home & Garden,222.28,41
Product 2673,Electronics,Apparel & Fashion,168.82,23
Product 2674,Toys & Games,Electronics & Gadgets,212.74,97
Product 2675,Electronics,Toys & Games,202.37,15
Product 2676,Books,Books & Literature,217.68,28
Product 2677,Home Decor,Home & Garden,333.58,95
Product 2678,Toys & Games,Books & Literature,135.41,89
Product 2679,Home Decor,Apparel & Fashion,295.6,28
Product 2680,Books,Electronics & Gadgets,491.48,93
Product 2681,Home Decor,Books & Literature,369.23,13
Product 2682,Books,Books & Literature,42.22,3
Product 2683,Clothing,Apparel & Fashion,335.41,86
Product 2684,Books,Electronics & Gadgets,390.35,12
Product 2685,Clothing,Apparel & Fashion,152.21,92
Product 2686,Home Decor,Apparel & Fashion,142.72,31
Product 2687,Toys & Games,Apparel & Fashion,231.25,63
Product 2688,Toys & Games,Home & Garden,375.84,14
Product 2689,Toys & Games,Apparel & Fashion,177.53,15
Product 2690,Electronics,Toys & Games,319.32,22
Product 2691,Books,Electronics & Gadgets,46.1,86
Product 2692,Books,Books & Literature,95.75,71
Product 2693,Toys & Games,Home & Garden,406.44,25
Product 2694,Toys & Games,Home & Garden,452.62,26
Product 2695,Books,Toys & Games,19.96,38
Product 2696,Books,Electronics & Gadgets,217.03,53
Product 2697,Home Decor,Electronics & Gadgets,50.03,24
Product 2698,Home Decor,Toys & Games,431.3,92
Product 2699,Home Decor,Home & Garden,324.97,64
Product 2700,Home Decor,Toys & Games,499.43,77
Product 2701,Books,Toys & Games,31.75,53
Product 2702,Electronics,Books & Literature,58.58,78
Product 2703,Books,Apparel & Fashion,435.31,47
Product 2704,Books,Home & Garden,161.86,27
Product 2705,Toys & Games,Apparel & Fashion,218.23,77
Product 2706,Clothing,Home & Garden,346.02,57
Product 2707,Books,Home & Garden,44.72,39
Product 2708,Toys & Games,Books & Literature,98.55,40
Product 2709,Clothing,Books & Literature,112.74,91
Product 2710,Toys & Games,Toys & Games,184.99,29
Product 2711,Clothing,Apparel & Fashion,15.99,51
Product 2712,Toys & Games,Books & Literature,249.52,33
Product 2713,Home Decor,Home & Garden,346.39,71
Product 2714,Toys & Games,Books & Literature,130.14,15
Product 2715,Books,Books & Literature,16.05,33
Product 2716,Electronics,Apparel & Fashion,377.37,19
Product 2717,Books,Home & Garden,292.05,38
Product 2718,Clothing,Home & Garden,246.54,7
Product 2719,Electronics,Electronics & Gadgets,152.97,48
Product 2720,Books,Toys & Games,227.0,47
Product 2721,Home Decor,Electronics & Gadgets,202.53,59
Product 2722,Books,Electronics & Gadgets,202.94,28
Product 2723,Toys & Games,Toys & Games,296.25,77
Product 2724,Clothing,Toys & Games,386.07,38
Product 2725,Electronics,Apparel & Fashion,289.08,80
Product 2726,Toys & Games,Toys & Games,158.47,16
Product 2727,Home Decor,Apparel & Fashion,441.01,92
Product 2728,Clothing,Books & Literature,216.21,3
Product 2729,Toys & Games,Home & Garden,423.27,2
Product 2730,Electronics,Books & Literature,31.74,86
Product 2731,Toys & Games,Home & Garden,173.75,97
Product 2732,Electronics,Apparel & Fashion,64.85,34
Product 2733,Electronics,Electronics & Gadgets,46.73,50
Product 2734,Books,Home & Garden,70.81,55
Product 2735,Home Decor,Electronics & Gadgets,434.64,94
Product 2736,Toys & Games,Toys & Games,179.56,29
Product 2737,Electronics,Books & Literature,122.01,18
Product 2738,Clothing,Books & Literature,175.45,99
Product 2739,Books,Toys & Games,120.24,98
Product 2740,Books,Home & Garden,143.71,69
Product 2741,Toys & Games,Apparel & Fashion,420.28,32
Product 2742,Electronics,Books & Literature,409.16,83
Product 2743,Electronics,Electronics & Gadgets,21.64,95
Product 2744,Books,Toys & Games,334.64,4
Product 2745,Toys & Games,Home & Garden,180.61,84
Product 2746,Clothing,Home & Garden,498.18,44
Product 2747,Books,Toys & Games,191.26,75
Product 2748,Toys & Games,Toys & Games,273.31,44
Product 2749,Books,Electronics & Gadgets,32.93,49
Product 2750,Toys & Games,Toys & Games,171.72,23
Product 2751,Toys & Games,Apparel & Fashion,353.32,19
Product 2752,Books,Apparel & Fashion,430.52,79
Product 2753,Toys & Games,Electronics & Gadgets,452.07,35
Product 2754,Electronics,Apparel & Fashion,225.84,27
Product 2755,Toys & Games,Toys & Games,86.28,22
Product 2756,Books,Books & Literature,364.85,54
Product 2757,Clothing,Books & Literature,180.52,100
Product 2758,Home Decor,Apparel & Fashion,170.16,15
Product 2759,Toys & Games,Apparel & Fashion,12.91,78
Product 2760,Books,Electronics & Gadgets,152.33,22
Product 2761,Clothing,Toys & Games,334.35,65
Product 2762,Toys & Games,Toys & Games,280.45,89
Product 2763,Toys & Games,Books & Literature,155.88,88
Product 2764,Toys & Games,Home & Garden,10.55,56
Product 2765,Books,Electronics & Gadgets,40.09,78
Product 2766,Home Decor,Books & Literature,250.82,78
Product 2767,Toys & Games,Apparel & Fashion,365.7,54
Product 2768,Home Decor,Apparel & Fashion,296.61,20
Product 2769,Clothing,Books & Literature,404.97,57
Product 2770,Electronics,Home & Garden,400.96,69
Product 2771,Home Decor,Toys & Games,348.28,52
Product 2772,Electronics,Books & Literature,151.94,33
Product 2773,Toys & Games,Toys & Games,180.19,85
Product 2774,Clothing,Books & Literature,80.35,16
Product 2775,Electronics,Toys & Games,249.45,73
Product 2776,Clothing,Home & Garden,361.43,2
Product 2777,Home Decor,Books & Literature,421.23,63
Product 2778,Electronics,Apparel & Fashion,31.82,15
Product 2779,Books,Toys & Games,98.45,80
Product 2780,Books,Apparel & Fashion,213.73,47
Product 2781,Electronics,Toys & Games,462.11,80
Product 2782,Home Decor,Home & Garden,335.16,41
Product 2783,Clothing,Electronics & Gadgets,304.7,100
Product 2784,Toys & Games,Electronics & Gadgets,467.1,48
Product 2785,Electronics,Toys & Games,217.15,1
Product 2786,Electronics,Apparel & Fashion,270.32,39
Product 2787,Clothing,Toys & Games,419.65,15
Product 2788,Electronics,Electronics & Gadgets,246.04,58
Product 2789,Toys & Games,Home & Garden,312.74,51
Product 2790,Electronics,Apparel & Fashion,373.91,37
Product 2791,Clothing,Electronics & Gadgets,313.03,66
Product 2792,Home Decor,Electronics & Gadgets,145.04,52
Product 2793,Toys & Games,Apparel & Fashion,442.62,48
Product 2794,Books,Toys & Games,213.22,46
Product 2795,Clothing,Home & Garden,138.98,79
Product 2796,Toys & Games,Electronics & Gadgets,330.33,99
Product 2797,Electronics,Toys & Games,283.45,24
Product 2798,Electronics,Home & Garden,220.41,48
Product 2799,Electronics,Books & Literature,266.53,90
Product 2800,Clothing,Books & Literature,93.33,86
Product 2801,Toys & Games,Apparel & Fashion,146.94,29
Product 2802,Home Decor,Apparel & Fashion,183.13,39
Product 2803,Home Decor,Apparel & Fashion,345.85,27
Product 2804,Home Decor,Home & Garden,184.33,22
Product 2805,Toys & Games,Books & Literature,469.43,84
Product 2806,Electronics,Apparel & Fashion,437.76,14
Product 2807,Electronics,Electronics & Gadgets,488.9,41
Product 2808,Books,Toys & Games,366.84,30
Product 2809,Toys & Games,Books & Literature,241.16,51
Product 2810,Books,Electronics & Gadgets,448.79,59
Product 2811,Books,Books & Literature,285.2,39
Product 2812,Electronics,Toys & Games,305.95,83
Product 2813,Home Decor,Home & Garden,439.3,45
Product 2814,Books,Electronics & Gadgets,129.76,72
Product 2815,Clothing,Electronics & Gadgets,172.72,95
Product 2816,Toys & Games,Toys & Games,31.89,20
Product 2817,Toys & Games,Apparel & Fashion,101.51,41
Product 2818,Home Decor,Toys & Games,331.26,70
Product 2819,Books,Books & Literature,163.69,86
Product 2820,Toys & Games,Apparel & Fashion,244.65,71
Product 2821,Home Decor,Electronics & Gadgets,151.56,96
Product 2822,Toys & Games,Books & Literature,415.2,18
Product 2823,Home Decor,Electronics & Gadgets,134.92,1
Product 2824,Toys & Games,Toys & Games,381.68,75
Product 2825,Home Decor,Electronics & Gadgets,139.45,7
Product 2826,Home Decor,Toys & Games,170.1,58
Product 2827,Books,Electronics & Gadgets,314.71,45
Product 2828,Clothing,Books & Literature,254.83,99
Product 2829,Books,Toys & Games,215.51,2
Product 2830,Books,Toys & Games,343.77,44
Product 2831,Home Decor,Electronics & Gadgets,165.81,61
Product 2832,Clothing,Electronics & Gadgets,192.73,35
Product 2833,Toys & Games,Electronics & Gadgets,124.09,71
Product 2834,Books,Electronics & Gadgets,291.48,39
Product 2835,Books,Electronics & Gadgets,398.91,94
Product 2836,Books,Apparel & Fashion,202.14,62
Product 2837,Clothing,Books & Literature,371.52,81
Product 2838,Home Decor,Home & Garden,370.23,95
Product 2839,Clothing,Electronics & Gadgets,29.15,8
Product 2840,Home Decor,Books & Literature,254.08,34
Product 2841,Clothing,Toys & Games,40.19,3
Product 2842,Clothing,Home & Garden,142.99,84
Product 2843,Electronics,Electronics & Gadgets,408.04,84
Product 2844,Toys & Games,Home & Garden,453.92,37
Product 2845,Books,Apparel & Fashion,444.09,56
Product 2846,Toys & Games,Home & Garden,113.46,7
Product 2847,Home Decor,Books & Literature,15.48,72
Product 2848,Toys & Games,Electronics & Gadgets,59.1,19
Product 2849,Home Decor,Apparel & Fashion,110.18,39
Product 2850,Toys & Games,Books & Literature,58.32,59
Product 2851,Books,Electronics & Gadgets,238.67,63
Product 2852,Electronics,Toys & Games,411.92,91
Product 2853,Electronics,Electronics & Gadgets,277.21,83
Product 2854,Books,Electronics & Gadgets,150.42,23
Product 2855,Home Decor,Books & Literature,48.21,41
Product 2856,Toys & Games,Books & Literature,40.38,81
Product 2857,Electronics,Books & Literature,86.35,52
Product 2858,Books,Home & Garden,98.15,66
Product 2859,Electronics,Home & Garden,195.59,65
Product 2860,Home Decor,Electronics & Gadgets,271.01,12
Product 2861,Electronics,Books & Literature,43.61,56
Product 2862,Electronics,Home & Garden,20.4,54
